"Product ID";"Reference";"Active (0 = No, 1 = Yes)";"Name";"EAN13";"UPC";"ISBN";"MPN";"Visibility";"Condition";"Show Condition (0 = No, 1 = Yes)";"Is Pack (0 = No, 1 = Yes)";"Summary";"Description";"Tags (x,y,z...)";"Available for Order (0 = No, 1 = Yes)";"Availability Date";"Show Price (0 = No, 1 = Yes)";"Creation Date";"Available Online Only (0 = No, 1 = Yes)";"Is Virtual Product (0 = No, 1 = Yes)";"Virtual File URL";"Virtual File Displayed Name";"Number of Allowed Downloads";"Expiration Date of Download";"Number of Days Accessible";"Pack Quantity Type";"Price (Tax Excluded)";"Price (Tax Included)";"Cost (Wholesale) Price";"On Sale Badge (0 = No, 1 = Yes)";"Priority Management";"Tax Rule Name";"Ecotax";"Unity";"Unit Price";"Meta Title";"Meta Keywords";"Meta Description";"Rewritten URL";"Redirect Type";"Target Redirect ID";"Target Redirect Name";"Default Category ID";"Default Category Name";"Category IDs (x,y,z...)";"Category Names (x,y,z...)";"Brand Name";"Related Product IDs (x,y,z...)";"Related Product Names (x,y,z...)";"Product Names in Pack (x,y,z...)";"Product Quantities in Pack (x,y,z...)";"Carrier Names (x,y,z...)";"Width";"Height";"Depth";"Weight";"Delivery Time of In-stock Products";"Delivery Time of Out-of-stock Products";"Additional Shipping Fees";"Delivery Time";"Sold Quantity";"Number of Sales";"Quantity";"Minimal Quantity";"Location";"Low Stock Level";"Low Stock Alert (0 = No, 1 = Yes)";"Label When in Stock";"Label When Backorder Allowed";"Action When out of Stock";"Warehouses (Reference:Name:Location) (x,y,z...)";"Quantity Discount (0 = No, 1 = Yes)";"Cover Image URL";"Image URLs (x,y,z...)";"Image Alt Texts (x,y,z...)";"Features (Name~Value~Custom) (x,y,z...)";"Is Customizable (0 = No, 1 = Yes)";"Number of Customization Text Fields";"Number of Customization File Fields";"Customization Fields (Label:Type:Required) (x,y,z...)";"Has Attachments (0 = No, 1 = Yes)";"Attachment IDs (x,y,z...)";"Attachment URLs (x,y,z...)";"Attachment Names (x,y,z...)";"Attachment Descriptions (x,y,z...)";"Default Supplier Name";"Default Supplier Reference";"Supplier Names (x,y,z...)";"Supplier References (x,y,z...)";"Supplier Prices (x,y,z...)";"Supplier Currency ISO Codes (x,y,z...)"
"1";"";"1";"2square-test second upload334";"";"";"";"";"both";"new";"0";"0";"<p>test summary </p>";"<h2 style=""border:0px;margin:0px;list-style:none;color:#363738;font-family:'Titillium Web', sans-serif;font-size:36px;line-height:1;padding:12px 0px;background-color:#ffffff;""><span id=""description-title-postfix"" style=""margin:0px;padding:0px;border:0px;font-family:inherit;line-height:inherit;list-style:none;color:inherit;"">Canvas Print</span> Description</h2>
<div id=""description-canvas-print"" class=""descriptions"" style=""margin:0px;padding:0px;border:0px;font-family:'Open Sans', sans-serif;line-height:inherit;list-style:none;color:#363738;font-size:16px;background-color:#ffffff;"">A statement piece such as the print, ""How Far Is a Light Year?"", can be a bold accent for your home or office. This work by Alexander Grahovsky takes pop art to a different level. The image depicts a beautiful person with smooth ebony skin, wearing pale blue sunglasses and blowing a bright pink bubble. This eye-catching piece brilliantly captures a single moment in time.</div>";"";"1";"0000-00-00";"1";"2025-11-16 20:41:02";"0";"0";"";"";"";"";"";"3";"500";"580";"0";"0";"";"PK Standard Rate (16%)";"0";"";"0";"";"";"";"2square-test-second-upload334";"default";"0";"";"2";"Home";"2,16,34,35,6";"Home,julian-spencer,check,square,Accessories,Art";"";"";"";"";"";"";"0";"0";"0";"0";"";"";"0";"1";"";"";"360";"1";"";"0";"0";"";"";"2";"";"0";"https://rh.rightart.co.uk/img/p/1/1.jpg";"https://rh.rightart.co.uk/img/p/1/1.jpg,https://rh.rightart.co.uk/img/p/2/2.jpg";",";"";"0";"0";"0";"";"0";"";"";"";"";"";"";"";"";"";""
"2";"";"1";"2horizantal-test second upload334";"";"";"";"";"both";"new";"0";"0";"<p>test summary </p>";"<h2 style=""border:0px;margin:0px;list-style:none;color:#363738;font-family:'Titillium Web', sans-serif;font-size:36px;line-height:1;padding:12px 0px;background-color:#ffffff;""><span id=""description-title-postfix"" style=""margin:0px;padding:0px;border:0px;font-family:inherit;line-height:inherit;list-style:none;color:inherit;"">Canvas Print</span> Description</h2>
<div id=""description-canvas-print"" class=""descriptions"" style=""margin:0px;padding:0px;border:0px;font-family:'Open Sans', sans-serif;line-height:inherit;list-style:none;color:#363738;font-size:16px;background-color:#ffffff;"">A statement piece such as the print, ""How Far Is a Light Year?"", can be a bold accent for your home or office. This work by Alexander Grahovsky takes pop art to a different level. The image depicts a beautiful person with smooth ebony skin, wearing pale blue sunglasses and blowing a bright pink bubble. This eye-catching piece brilliantly captures a single moment in time.</div>";"";"1";"0000-00-00";"1";"2025-11-16 20:41:07";"0";"0";"";"";"";"";"";"3";"500";"580";"0";"0";"";"PK Standard Rate (16%)";"0";"";"0";"";"";"";"2horizantal-test-second-upload334";"default";"0";"";"2";"Home";"2,16,34,35,6";"Home,julian-spencer,check,square,Accessories,Art";"";"";"";"";"";"";"0";"0";"0";"0";"";"";"0";"1";"";"";"360";"1";"";"0";"0";"";"";"2";"";"0";"https://rh.rightart.co.uk/img/p/3/3.jpg";"https://rh.rightart.co.uk/img/p/3/3.jpg,https://rh.rightart.co.uk/img/p/4/4.jpg";",";"";"0";"0";"0";"";"0";"";"";"";"";"";"";"";"";"";""
"3";"";"1";"2vertical-test second upload334";"";"";"";"";"both";"new";"0";"0";"<p>test summary </p>";"<h2 style=""border:0px;margin:0px;list-style:none;color:#363738;font-family:'Titillium Web', sans-serif;font-size:36px;line-height:1;padding:12px 0px;background-color:#ffffff;""><span id=""description-title-postfix"" style=""margin:0px;padding:0px;border:0px;font-family:inherit;line-height:inherit;list-style:none;color:inherit;"">Canvas Print</span> Description</h2>
<div id=""description-canvas-print"" class=""descriptions"" style=""margin:0px;padding:0px;border:0px;font-family:'Open Sans', sans-serif;line-height:inherit;list-style:none;color:#363738;font-size:16px;background-color:#ffffff;"">A statement piece such as the print, ""How Far Is a Light Year?"", can be a bold accent for your home or office. This work by Alexander Grahovsky takes pop art to a different level. The image depicts a beautiful person with smooth ebony skin, wearing pale blue sunglasses and blowing a bright pink bubble. This eye-catching piece brilliantly captures a single moment in time.</div>";"";"1";"0000-00-00";"1";"2025-11-16 20:41:12";"0";"0";"";"";"";"";"";"3";"500";"580";"0";"0";"";"PK Standard Rate (16%)";"0";"";"0";"";"";"";"2vertical-test-second-upload334";"default";"0";"";"2";"Home";"2,16,34,35,6";"Home,julian-spencer,check,square,Accessories,Art";"";"";"";"";"";"";"0";"0";"0";"0";"";"";"0";"1";"";"";"360";"1";"";"0";"0";"";"";"2";"";"0";"https://rh.rightart.co.uk/img/p/5/5.jpg";"https://rh.rightart.co.uk/img/p/5/5.jpg,https://rh.rightart.co.uk/img/p/6/6.jpg";",";"";"0";"0";"0";"";"0";"";"";"";"";"";"";"";"";"";""
"4";"";"1";"2square-test second upload5";"";"";"";"";"both";"new";"0";"0";"<p>test summary </p>";"<h2 style=""border:0px;margin:0px;list-style:none;color:#363738;font-family:'Titillium Web', sans-serif;font-size:36px;line-height:1;padding:12px 0px;background-color:#ffffff;""><span id=""description-title-postfix"" style=""margin:0px;padding:0px;border:0px;font-family:inherit;line-height:inherit;list-style:none;color:inherit;"">Canvas Print</span> Description</h2>
<div id=""description-canvas-print"" class=""descriptions"" style=""margin:0px;padding:0px;border:0px;font-family:'Open Sans', sans-serif;line-height:inherit;list-style:none;color:#363738;font-size:16px;background-color:#ffffff;"">A statement piece such as the print, ""How Far Is a Light Year?"", can be a bold accent for your home or office. This work by Alexander Grahovsky takes pop art to a different level. The image depicts a beautiful person with smooth ebony skin, wearing pale blue sunglasses and blowing a bright pink bubble. This eye-catching piece brilliantly captures a single moment in time.</div>";"";"1";"0000-00-00";"1";"2025-11-16 20:41:17";"0";"0";"";"";"";"";"";"3";"500";"580";"0";"0";"0";"PK Standard Rate (16%)";"0";"";"0";"";"";"";"2square-test-second-upload5";"default";"0";"";"2";"Home";"2,16,34,35,6";"Home,julian-spencer,check,square,Accessories,Art";"";"";"";"";"";"";"0";"0";"0";"0";"";"";"0";"1";"";"";"360";"1";"";"0";"0";"";"";"2";"";"0";"https://rh.rightart.co.uk/img/p/7/7.jpg";"https://rh.rightart.co.uk/img/p/7/7.jpg,https://rh.rightart.co.uk/img/p/8/8.jpg";",";"";"0";"0";"0";"";"0";"";"";"";"";"";"";"";"";"";""
"5";"";"1";"2horizantal-test second upload5";"";"";"";"";"both";"new";"0";"0";"<p>test summary </p>";"<h2 style=""border:0px;margin:0px;list-style:none;color:#363738;font-family:'Titillium Web', sans-serif;font-size:36px;line-height:1;padding:12px 0px;background-color:#ffffff;""><span id=""description-title-postfix"" style=""margin:0px;padding:0px;border:0px;font-family:inherit;line-height:inherit;list-style:none;color:inherit;"">Canvas Print</span> Description</h2>
<div id=""description-canvas-print"" class=""descriptions"" style=""margin:0px;padding:0px;border:0px;font-family:'Open Sans', sans-serif;line-height:inherit;list-style:none;color:#363738;font-size:16px;background-color:#ffffff;"">A statement piece such as the print, ""How Far Is a Light Year?"", can be a bold accent for your home or office. This work by Alexander Grahovsky takes pop art to a different level. The image depicts a beautiful person with smooth ebony skin, wearing pale blue sunglasses and blowing a bright pink bubble. This eye-catching piece brilliantly captures a single moment in time.</div>";"";"1";"0000-00-00";"1";"2025-11-16 20:41:21";"0";"0";"";"";"";"";"";"3";"500";"580";"0";"0";"0";"PK Standard Rate (16%)";"0";"";"0";"";"";"";"2horizantal-test-second-upload5";"default";"0";"";"2";"Home";"2,16,34,35,6";"Home,julian-spencer,check,square,Accessories,Art";"";"";"";"";"";"";"0";"0";"0";"0";"";"";"0";"1";"";"";"360";"1";"";"0";"0";"";"";"2";"";"0";"https://rh.rightart.co.uk/img/p/9/9.jpg";"https://rh.rightart.co.uk/img/p/9/9.jpg,https://rh.rightart.co.uk/img/p/1/0/10.jpg";",";"";"0";"0";"0";"";"0";"";"";"";"";"";"";"";"";"";""
"6";"";"1";"2vertical-test second upload5";"";"";"";"";"both";"new";"0";"0";"<p>test summary </p>";"<h2 style=""border:0px;margin:0px;list-style:none;color:#363738;font-family:'Titillium Web', sans-serif;font-size:36px;line-height:1;padding:12px 0px;background-color:#ffffff;""><span id=""description-title-postfix"" style=""margin:0px;padding:0px;border:0px;font-family:inherit;line-height:inherit;list-style:none;color:inherit;"">Canvas Print</span> Description</h2>
<div id=""description-canvas-print"" class=""descriptions"" style=""margin:0px;padding:0px;border:0px;font-family:'Open Sans', sans-serif;line-height:inherit;list-style:none;color:#363738;font-size:16px;background-color:#ffffff;"">A statement piece such as the print, ""How Far Is a Light Year?"", can be a bold accent for your home or office. This work by Alexander Grahovsky takes pop art to a different level. The image depicts a beautiful person with smooth ebony skin, wearing pale blue sunglasses and blowing a bright pink bubble. This eye-catching piece brilliantly captures a single moment in time.</div>";"";"1";"0000-00-00";"1";"2025-11-16 20:41:33";"0";"0";"";"";"";"";"";"3";"500";"580";"0";"0";"0";"PK Standard Rate (16%)";"0";"";"0";"";"";"";"2vertical-test-second-upload5";"default";"0";"";"2";"Home";"2,16,34,35,6";"Home,julian-spencer,check,square,Accessories,Art";"";"";"";"";"";"";"0";"0";"0";"0";"";"";"0";"1";"";"";"360";"1";"";"0";"0";"";"";"2";"";"0";"https://rh.rightart.co.uk/img/p/1/1/11.jpg";"https://rh.rightart.co.uk/img/p/1/1/11.jpg,https://rh.rightart.co.uk/img/p/1/2/12.jpg";",";"";"0";"0";"0";"";"0";"";"";"";"";"";"";"";"";"";""
"7";"";"1";"2square-test second upload6";"";"";"";"";"both";"new";"0";"0";"<p>test summary </p>";"<h2 style=""border:0px;margin:0px;list-style:none;color:#363738;font-family:'Titillium Web', sans-serif;font-size:36px;line-height:1;padding:12px 0px;background-color:#ffffff;""><span id=""description-title-postfix"" style=""margin:0px;padding:0px;border:0px;font-family:inherit;line-height:inherit;list-style:none;color:inherit;"">Canvas Print</span> Description</h2>
<div id=""description-canvas-print"" class=""descriptions"" style=""margin:0px;padding:0px;border:0px;font-family:'Open Sans', sans-serif;line-height:inherit;list-style:none;color:#363738;font-size:16px;background-color:#ffffff;"">A statement piece such as the print, ""How Far Is a Light Year?"", can be a bold accent for your home or office. This work by Alexander Grahovsky takes pop art to a different level. The image depicts a beautiful person with smooth ebony skin, wearing pale blue sunglasses and blowing a bright pink bubble. This eye-catching piece brilliantly captures a single moment in time.</div>";"";"1";"0000-00-00";"1";"2025-11-16 20:41:37";"0";"0";"";"";"";"";"";"3";"500";"580";"0";"0";"";"PK Standard Rate (16%)";"0";"";"0";"";"";"";"2square-test-second-upload6";"default";"0";"";"2";"Home";"2,16,34,35,6";"Home,julian-spencer,check,square,Accessories,Art";"";"";"";"";"";"";"0";"0";"0";"0";"";"";"0";"1";"";"";"360";"1";"";"0";"0";"";"";"2";"";"0";"https://rh.rightart.co.uk/img/p/1/3/13.jpg";"https://rh.rightart.co.uk/img/p/1/3/13.jpg,https://rh.rightart.co.uk/img/p/1/4/14.jpg";",";"";"0";"0";"0";"";"0";"";"";"";"";"";"";"";"";"";""
"8";"";"1";"2horizantal-test second upload6";"";"";"";"";"both";"new";"0";"0";"<p>test summary </p>";"<h2 style=""border:0px;margin:0px;list-style:none;color:#363738;font-family:'Titillium Web', sans-serif;font-size:36px;line-height:1;padding:12px 0px;background-color:#ffffff;""><span id=""description-title-postfix"" style=""margin:0px;padding:0px;border:0px;font-family:inherit;line-height:inherit;list-style:none;color:inherit;"">Canvas Print</span> Description</h2>
<div id=""description-canvas-print"" class=""descriptions"" style=""margin:0px;padding:0px;border:0px;font-family:'Open Sans', sans-serif;line-height:inherit;list-style:none;color:#363738;font-size:16px;background-color:#ffffff;"">A statement piece such as the print, ""How Far Is a Light Year?"", can be a bold accent for your home or office. This work by Alexander Grahovsky takes pop art to a different level. The image depicts a beautiful person with smooth ebony skin, wearing pale blue sunglasses and blowing a bright pink bubble. This eye-catching piece brilliantly captures a single moment in time.</div>";"";"1";"0000-00-00";"1";"2025-11-16 20:41:42";"0";"0";"";"";"";"";"";"3";"500";"580";"0";"0";"";"PK Standard Rate (16%)";"0";"";"0";"";"";"";"2horizantal-test-second-upload6";"default";"0";"";"2";"Home";"2,16,34,35,6";"Home,julian-spencer,check,square,Accessories,Art";"";"";"";"";"";"";"0";"0";"0";"0";"";"";"0";"1";"";"";"360";"1";"";"0";"0";"";"";"2";"";"0";"https://rh.rightart.co.uk/img/p/1/5/15.jpg";"https://rh.rightart.co.uk/img/p/1/5/15.jpg,https://rh.rightart.co.uk/img/p/1/6/16.jpg";",";"";"0";"0";"0";"";"0";"";"";"";"";"";"";"";"";"";""
"9";"";"1";"2vertical-test second upload6";"";"";"";"";"both";"new";"0";"0";"<p>test summary </p>";"<h2 style=""border:0px;margin:0px;list-style:none;color:#363738;font-family:'Titillium Web', sans-serif;font-size:36px;line-height:1;padding:12px 0px;background-color:#ffffff;""><span id=""description-title-postfix"" style=""margin:0px;padding:0px;border:0px;font-family:inherit;line-height:inherit;list-style:none;color:inherit;"">Canvas Print</span> Description</h2>
<div id=""description-canvas-print"" class=""descriptions"" style=""margin:0px;padding:0px;border:0px;font-family:'Open Sans', sans-serif;line-height:inherit;list-style:none;color:#363738;font-size:16px;background-color:#ffffff;"">A statement piece such as the print, ""How Far Is a Light Year?"", can be a bold accent for your home or office. This work by Alexander Grahovsky takes pop art to a different level. The image depicts a beautiful person with smooth ebony skin, wearing pale blue sunglasses and blowing a bright pink bubble. This eye-catching piece brilliantly captures a single moment in time.</div>";"";"1";"0000-00-00";"1";"2025-11-16 20:41:47";"0";"0";"";"";"";"";"";"3";"500";"580";"0";"0";"";"PK Standard Rate (16%)";"0";"";"0";"";"";"";"2vertical-test-second-upload6";"default";"0";"";"2";"Home";"2,16,34,35,6";"Home,julian-spencer,check,square,Accessories,Art";"";"";"";"";"";"";"0";"0";"0";"0";"";"";"0";"1";"";"";"360";"1";"";"0";"0";"";"";"2";"";"0";"https://rh.rightart.co.uk/img/p/1/7/17.jpg";"https://rh.rightart.co.uk/img/p/1/7/17.jpg,https://rh.rightart.co.uk/img/p/1/8/18.jpg";",";"";"0";"0";"0";"";"0";"";"";"";"";"";"";"";"";"";""
"10";"";"1";"2square-test second upload7";"";"";"";"";"both";"new";"0";"0";"<p>test summary </p>";"<h2 style=""border:0px;margin:0px;list-style:none;color:#363738;font-family:'Titillium Web', sans-serif;font-size:36px;line-height:1;padding:12px 0px;background-color:#ffffff;""><span id=""description-title-postfix"" style=""margin:0px;padding:0px;border:0px;font-family:inherit;line-height:inherit;list-style:none;color:inherit;"">Canvas Print</span> Description</h2>
<div id=""description-canvas-print"" class=""descriptions"" style=""margin:0px;padding:0px;border:0px;font-family:'Open Sans', sans-serif;line-height:inherit;list-style:none;color:#363738;font-size:16px;background-color:#ffffff;"">A statement piece such as the print, ""How Far Is a Light Year?"", can be a bold accent for your home or office. This work by Alexander Grahovsky takes pop art to a different level. The image depicts a beautiful person with smooth ebony skin, wearing pale blue sunglasses and blowing a bright pink bubble. This eye-catching piece brilliantly captures a single moment in time.</div>";"";"1";"0000-00-00";"1";"2025-11-16 20:41:52";"0";"0";"";"";"";"";"";"3";"500";"580";"0";"0";"";"PK Standard Rate (16%)";"0";"";"0";"";"";"";"2square-test-second-upload7";"default";"0";"";"2";"Home";"2,16,34,35,6";"Home,julian-spencer,check,square,Accessories,Art";"";"";"";"";"";"";"0";"0";"0";"0";"";"";"0";"1";"";"";"360";"1";"";"0";"0";"";"";"2";"";"0";"https://rh.rightart.co.uk/img/p/1/9/19.jpg";"https://rh.rightart.co.uk/img/p/1/9/19.jpg,https://rh.rightart.co.uk/img/p/2/0/20.jpg";",";"";"0";"0";"0";"";"0";"";"";"";"";"";"";"";"";"";""
